t-3	t-2	t-1	t0	t1	Naive Bayes	n
continuous	continuous	continuous	continuous	continuous	discrete	continuous
					class	meta
6271.74370277	6542.54187657	6813.34005038	6762.39482292	5888.85943192	2133	2189.0
-3720.02986907	-4593.56526007	-5467.10065106	-5582.71827903	-5440.24481426	-1040	2190.0
-5307.52496842	-6009.34873643	-6711.17250444	-6899.78720345	-6569.55890955	-1040	2193.0
14231.3677249	14331.5886243	14431.8095238	14263.4017024	13883.1298544	2133	2197.0
-7412.09363739	-7792.36548546	-8172.63733352	-8388.60665126	-8225.14799855	-1040	2198.0
-2667.55380627	-2504.09515355	-2340.63650084	-2285.05597172	-2416.36459481	-2106	2199.0
-2810.29046408	-2941.59908716	-3072.90771025	-3045.36771318	-2916.65206536	-2106	2200.0
7638.03105644	7766.74670427	7895.4623521	7602.74526169	7184.51513567	2133	2201.0
-4525.92839299	-4944.15851902	-5362.38864504	-5305.13975278	-5189.68863356	-1040	2202.0
11088.9191755	11204.3702947	11319.821414	10414.2770522	8574.02687949	2133	2203.0
2254.99173911	2622.35604042	2989.72034173	2802.54589572	2303.3383239	-26	2205.0
-2189.52982241	-2688.73739422	-3187.94496603	-3074.26866926	-2953.06725124	-2133	2206.0
7591.45611684	7712.65753487	7833.85895289	7922.36626028	7811.30001015	2133	2207.0
8408.35820896	8508.45771144	8608.55721393	8531.62072106	8184.85480809	2133	2209.0
-3951.95214581	-4298.71805878	-4645.48397175	-4719.221228	-4606.94673209	-1040	2210.0
3252.26798183	3364.54247774	3476.81697365	966.901688739	-4077.54929577	-2106	2211.0
12927.2786317	13079.3347196	13231.3908076	349.931130862	-13257.720863	2160	2213.0
-43.4584027727	-154.549948329	-265.641493885	-340.163956813	-255.311443122	-2133	2216.0
24606.4750686	24691.3275823	24776.180096	24641.4362992	24490.5215896	2133	2217.0
-293.387586218	-195.669704061	-97.951821904	-682.020615314	-2983.73388803	-2133	2221.0
4281.17299375	4378.89423059	4476.61546742	4548.3226139	3884.17558589	2133	2224.0
10501.6589725	10607.4910853	10713.3231982	10602.1410711	9671.3334621	2133	2227.0
-7083.20350015	-8014.01110916	-8944.81871817	-8735.00299913	-8502.46385696	-1040	2228.0
4107.89304813	4208.0855615	4308.27807487	3937.02098893	3229.3591313	2133	2231.0
-1724.27387212	-2431.93572976	-3139.59758739	-3171.42787904	-3049.15067786	-2133	2232.0
8567.18343376	8689.46063493	8811.73783611	7373.69446883	4918.23018597	2133	2233.0
-2448.16266262	-4903.62694549	-7359.09122835	-8941.65525569	-7898.04825326	-1040	2234.0
13974.8157169	14067.9713643	14161.1270118	14065.615602	13630.7064177	2133	2236.0
-8549.6619842	-8984.57116855	-9419.4803529	-9478.02277855	-9193.08635338	-1040	2237.0
3339.08366191	3456.45787883	3573.83209575	3435.89006888	3020.0938507	-26	2239.0
15743.3371901	15843.6132231	15943.8892562	14579.2578747	12934.2169768	2133	2243.0
-10096.3555927	-11741.3964905	-13386.4373884	-13968.8786002	-13681.2916304	-1040	2244.0
5301.08678916	5305.86665555	5310.64652194	5198.78260643	4812.68596392	2133	2246.0
-7542.4065962	-7928.5032387	-8314.5998812	-8132.69131348	-7898.75103197	-1040	2247.0
1130.30090666	1154.21593642	1178.13096617	1186.46852135	1088.08011507	-26	2249.0
2228.67179531	2305.7104303	2382.74906529	2307.8471651	2212.2100583	-26	2251.0
304.684210526	406.245614035	507.807017544	193.414473684	-363.965587045	-2106	2254.0
-7385.96739421	-7851.20275203	-8316.43810984	-8632.23234254	-8330.70210605	-1040	2260.0
-823.545490453	-905.299541027	-987.053591601	-970.663843421	-891.325083003	-2133	2264.0
814.042553191	915.79787234	1017.55319149	1067.31871075	1000.10276385	-26	2267.0
395.159241768	327.94329487	260.727347972	249.563095507	314.595411373	-2106	2268.0
2785.82341428	2850.85573015	2915.88804601	2291.23041284	1379.5253342	-26	2269.0
-1355.58990173	-2267.29498038	-3179.00005902	-3381.36037234	-3149.86702128	-2133	2270.0
-1226.77640287	-1386.0085599	-1545.24071693	-1506.90890152	-1407.16523574	-2133	2274.0
4922.82537793	4968.87620918	5014.92704043	4717.04346267	4376.58165232	2133	2277.0
-3454.03998584	-3794.50179619	-4134.96360655	-4055.17742042	-3922.53615913	-1040	2278.0
-1251.35598562	-1367.90871224	-1484.46143886	-1587.66117429	-1510.01682139	-2133	2280.0
1505.06345178	1605.40101523	1705.73857868	1660.45079919	1504.78486377	-26	2282.0
-51.874490442	-207.540425863	-363.206361284	-327.276663271	-271.226638927	-2133	2283.0
4643.38610999	4696.79788929	4750.20966859	4555.37102225	4110.707077	2133	2286.0
-4337.90788282	-4782.57182807	-5227.23577333	-5308.35146605	-5142.75881637	-1040	2287.0
-2218.87812097	-2612.94964983	-3007.0211787	-3268.39952192	-3100.76640274	-2133	2289.0
-738.019448278	-880.610815756	-1023.20218323	-1034.45772779	-948.090278525	-2133	2291.0
-1589.80224162	-1837.71088605	-2085.61953048	-2127.62053611	-2009.67989135	-2133	2293.0
3247.76881717	3291.80815002	3335.84748286	3160.39034158	2664.00490345	-26	2297.0
-2299.84947791	-2796.23491605	-3292.62035418	-3188.48916399	-3046.57907226	-2106	2298.0
3055.55487226	3197.46496399	3339.37505572	3256.56391443	2886.47054957	-26	2299.0
-1924.74319372	-2294.83655859	-2664.92992346	-3016.09691244	-2803.61037518	-2133	2300.0
503.067462774	573.984876397	644.902290021	621.819860037	537.056004938	-26	2302.0
-225.818690954	-310.582546053	-395.346401152	-457.823098634	-417.562905996	-2133	2303.0
1305.890625	1406.34375	1506.796875	1457.81159143	1320.92787634	-26	2306.0
88.9744405126	-47.9092745792	-184.792989671	-232.178744612	-224.384967672	-2133	2307.0
212.308943442	242.075414209	271.841884976	246.898523352	201.29976754	-2106	2309.0
4775.38728637	4860.75535599	4946.1234256	4791.2858411	4394.06573874	2133	2311.0
-2755.89610381	-3153.11620617	-3550.33630853	-3904.90753934	-3687.35276442	-1040	2312.0
-1360.27603645	-1724.08106566	-2087.88609488	-2234.89843012	-2110.91989791	-2133	2321.0
-174.425275868	-216.881296977	-259.337318087	-286.216485008	-272.595831037	-2133	2323.0
1503.7181573	1549.40427928	1595.09040126	1608.93552858	1269.42831914	-26	2325.0
-1446.6293564	-1786.13656585	-2125.64377529	-2424.11744655	-2230.90352965	-2133	2326.0
36.6376940321	55.470202597	74.3027111619	83.3685671973	66.383607923	-2106	2329.0
8243.78864695	8274.07203451	8304.35542206	8269.63224392	7098.666256	2133	2333.0
-8123.89158698	-9294.8575749	-10465.8235628	-10741.4335875	-9818.84275396	-1040	2334.0
350.054248972	412.21892848	474.383607989	517.900407959	470.166731422	-26	2336.0
-54.9037104822	-102.637387019	-150.371063556	-175.901313665	-142.759584232	-2133	2337.0
387.508086696	420.649816129	453.791545562	421.26260112	370.479731532	-26	2338.0
1567.30172456	1629.59870534	1691.89568612	1399.87414105	1076.23048308	-26	2340.0
-1189.27512271	-1512.91878068	-1836.56243865	-2095.7591194	-1913.21905298	-2133	2341.0
1711.44897959	1812.12244898	1912.79591837	1907.99225311	1732.63457916	-26	2346.0
2659.31457406	2731.36420879	2803.41384352	2734.88177438	2356.02793367	-26	2353.0
-1432.51047336	-1811.36431406	-2190.21815476	-2564.38367347	-2365.05020408	-2133	2354.0
-346.233036117	-447.144691946	-548.056347776	-569.605473656	-500.005213006	-2133	2358.0
3.85234457072	-137.367758571	-278.587861713	-269.746281614	-250.189102379	-2133	2361.0
529.565517241	570.403634669	611.241752097	542.981681407	412.984411285	-26	2364.0
-496.996479569	-626.993749691	-756.991019813	-732.690534855	-653.721826314	-2133	2365.0
3340.63960316	3405.32098904	3470.00237492	3452.98282291	3262.17247584	-26	2367.0
2491.68237928	2586.03278325	2680.38318721	2674.98524201	2526.36057569	-26	2370.0
3532.53118503	3593.97777001	3655.424355	3505.27473845	3064.15496949	-26	2373.0
-573.067406187	-650.722433622	-728.377461056	-707.480104552	-648.552083748	-2133	2376.0
-300.713601516	-356.332202271	-411.950803026	-431.673295057	-417.409746534	-2133	2378.0
547.64762438	492.353703407	437.059782435	417.153080063	469.168756672	-26	2383.0
2653.82717425	2705.84285086	2757.85852747	2394.63293954	1985.8609451	-26	2384.0
-2101.85899931	-2510.63099375	-2919.40298819	-2993.49665052	-2775.21632365	-2133	2385.0
3585.98710589	3664.92433651	3743.86156713	3495.61391548	3055.92279213	-26	2389.0
-2220.3706881	-2660.06181145	-3099.7529348	-3066.17481297	-2939.54221589	-2133	2390.0
-2882.76479275	-3503.7942995	-4124.82380624	-4516.32855421	-4353.53045075	-1040	2392.0
3135.18230855	3297.98041202	3460.77851548	3216.60020317	2678.85530368	-26	2393.0
-2160.8487917	-2698.59369119	-3236.33859068	-3601.89433687	-3427.83607965	-2106	2394.0
-694.944079856	-833.023390439	-971.102701022	-1036.27199702	-973.73430909	-2133	2396.0
464.632513414	527.170201349	589.707889284	541.433580139	389.060365854	-26	2397.0
-982.298562718	-1134.671777	-1287.04499129	-1332.27305716	-1227.21150945	-2133	2398.0
6835.90854022	6905.23279898	6974.55705774	6671.17371683	5875.82127761	2133	2401.0
-5259.11287144	-6054.46531066	-6849.81774988	-7003.42301459	-6459.70121556	-1040	2402.0
243.963802237	258.406709829	272.849617422	251.328315539	229.428606724	-2106	2406.0
616.526790451	683.475331565	750.423872679	680.105982347	578.038901602	-26	2409.0
-340.564825106	-442.631905852	-544.698986597	-513.820875861	-431.937149921	-2133	2410.0
2515.87698393	2597.76070987	2679.64443581	2621.44553857	2286.6473506	-26	2411.0
-1730.9309051	-2065.72909307	-2400.52728105	-2373.37398481	-2226.00575519	-2133	2412.0
-1344.14050009	-1547.09248507	-1750.04447005	-1741.63274294	-1666.02841367	-2133	2422.0
-233.002832849	-231.568547269	-230.134261689	-232.195269518	-247.470483005	-2133	2424.0
8587.85804264	8648.714701	8709.57135936	8442.00308979	7207.36968583	2133	2428.0
-7608.23116174	-8842.86456571	-10077.4979697	-10141.1411949	-9834.68597192	-1040	2429.0
546.671453929	599.40378246	652.136110992	553.553550132	400.998849987	-26	2436.0
-361.774650737	-514.329350882	-666.884051026	-666.490039176	-586.73355839	-2133	2437.0
-1346.74107691	-1610.66528545	-1874.58949399	-1968.69141297	-1795.40369514	-2133	2443.0
1606.4628821	1706.86681223	1807.27074236	1670.73675047	1493.46820311	-26	2449.0
-101.948723088	-279.217270444	-456.4858178	-468.425337149	-418.069472743	-2133	2450.0
819.918981437	842.466812575	865.014643714	839.72042057	768.972086738	-26	2452.0
-1018.26999966	-1139.34180842	-1260.41361718	-1278.85869033	-1191.05236952	-2133	2457.0
-1238.93895555	-1315.66967446	-1392.40039338	-1377.18799939	-1304.23285669	-2133	2460.0
86.0023771863	88.8042752949	91.6061734035	91.6513237306	75.5248571658	-2106	2463.0
3923.10658307	4023.69905956	4124.29153605	4047.37557844	3721.64755934	2133	2469.0
-1490.00074638	-1815.72876549	-2141.45678459	-2125.10922753	-2019.27195615	-2133	2470.0
-1699.68726964	-1908.47411452	-2117.26095939	-2158.13959529	-2062.20941055	-2133	2472.0
5674.97893809	5767.71262735	5860.44631661	5102.65999427	4211.70881591	2133	2474.0
-3806.85178937	-4697.80296773	-5588.7541461	-5709.34531345	-5279.63817396	-1040	2475.0
216.965058448	221.10743088	225.249803312	222.417807108	152.893123858	-2106	2478.0
2303.5211141	2311.39234571	2319.26357733	2005.24170189	826.264244826	-26	2482.0
-107.751992655	-237.786712849	-367.821433043	-319.404264156	-262.085018816	-2133	2485.0
1931.67621751	1995.77464449	2059.87307147	1889.8268192	1612.6062974	-26	2487.0
-882.378398749	-1159.59892054	-1436.81944234	-1633.73498481	-1513.69992989	-2133	2488.0
1730.72477064	1832.53211009	1934.33944954	1929.43603595	1615.7454012	-26	2491.0
-266.398407302	-580.089042053	-893.779676803	-963.937820138	-858.963844936	-2133	2492.0
-209.181166053	-294.926094638	-380.671023223	-392.192157466	-324.26890586	-2133	2494.0
287.040358588	354.963610193	422.886861798	399.46705588	311.542535446	-2106	2495.0
-128.080066722	-216.004587156	-303.92910759	-350.124598577	-296.134610963	-2133	2496.0
-67.3457419684	-119.243498215	-171.141254462	-190.765391807	-154.689648139	-2133	2501.0
169.992044875	206.067788543	242.143532211	248.29345295	225.113476236	-2106	2502.0
372.607130262	305.639992838	238.672855414	222.175404335	248.330660689	-2106	2508.0
640.659505996	666.81476235	692.970018704	709.252556988	685.025449639	-26	2509.0
-413.500338649	-457.50108573	-501.50183281	-499.418622415	-476.94208906	-2133	2511.0
-252.176755516	-229.700222161	-207.223688807	-209.968635347	-248.758821775	-2133	2512.0
36.9880355362	55.7808151907	74.5735948452	66.1273622713	23.7351262614	-2106	2515.0
