t-4	t-3	t-2	t-1	t0	t1	t2	t3	s	n	p(7)	p(8)	p(15)	p(16)	p(240)
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous	continuous	continuous	continuous	continuous
								class	meta	meta	meta	meta	meta	meta
4789.61920252	4865.86414298	4942.10908344	5018.35402389	4899.72824656	4650.13450873	4400.5407709	4150.94703307	240	2073.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
4183.45175691	4281.17299375	4378.89423059	4476.61546742	4548.3226139	3884.17558589	3220.02855787	2555.88152985	240	2224.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-1961.8636505	-2156.0240779	-2350.1845053	-2544.3449327	-2584.29716122	-2471.38595921	-2358.47475721	-2245.5635552	15	2023.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
4007.70053476	4107.89304813	4208.0855615	4308.27807487	3937.02098893	3229.3591313	2521.69727367	1814.03541604	240	2231.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
3673.75022409	3802.97904559	3932.20786709	4061.4366886	4157.98211009	4202.16927476	4246.35643943	4290.5436041	240	2170.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-4310.25197679	-4807.47135256	-5304.69072832	-5801.91010408	-5798.54822387	-5555.28301098	-5312.0177981	-5068.75258521	15	2025.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
9424.16153079	9464.95126387	9505.74099695	9546.53073003	7812.39634077	6011.93916403	4211.48198729	2411.02481054	240	2051.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-193.858317266	-228.11739503	-262.376472793	-296.635550557	-247.912850936	-176.467580214	-105.022309492	-33.5770387701	15	2318.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
-209.219950592	-361.774650737	-514.329350882	-666.884051026	-666.490039176	-586.73355839	-506.977077603	-427.220596816	15	2437.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
2433.99325799	2515.87698393	2597.76070987	2679.64443581	2621.44553857	2286.6473506	1951.84916262	1617.05097465	240	2411.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-1006.62880393	-1119.63896557	-1232.64912722	-1345.65928887	-1333.71588411	-1241.08842041	-1148.46095671	-1055.83349301	15	2032.0	0.284602493048	0.00222345697694	0.710717022419	0.00222345697694	0.000233586135437
13881.6600694	13974.8157169	14067.9713643	14161.1270118	14065.615602	13630.7064177	13195.7972333	12760.888049	240	2236.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-6.80347926267	-33.1351152074	-59.4667511521	-85.7983870968	-95.5584897959	-96.4169795918	-97.2754693878	-98.1339591837	15	2414.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
-768.360896346	-852.092411565	-935.823926784	-1019.555442	-1044.14679413	-969.604833576	-895.062873021	-820.520912466	15	792.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
-1343.07933879	-1504.31839384	-1665.55744889	-1826.79650395	-1959.294492	-1889.23565887	-1819.17682574	-1749.11799261	15	2140.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
1491.17577889	1538.3115632	1585.44734752	1632.58313184	1638.88305097	1601.29513981	1563.70722865	1526.1193175	240	722.0	0.466360121965	0.0109303155914	4.4159824597e-07	0.0291475076228	0.493561625481
-476.413213227	-549.744164988	-623.075116748	-696.406068508	-696.998485416	-616.776082592	-536.553679769	-456.331276946	15	2114.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
6000.94552897	6271.74370277	6542.54187657	6813.34005038	6762.39482292	5888.85943192	5015.32404092	4141.78864992	240	2189.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
1704.47686833	1804.74021352	1905.00355872	2005.26690391	2079.29242142	2057.36988935	2035.44735728	2013.52482521	240	2272.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-117.992741611	-134.119208176	-150.24567474	-166.372141305	-182.188709073	-188.29212367	-194.395538266	-200.498952863	15	2464.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
-6591.26107318	-8391.71824992	-10192.1754267	-11992.6326034	-12336.0804062	-11965.1070924	-11594.1337786	-11223.1604648	15	2052.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
-1305.6150329	-1599.81188563	-1894.00873836	-2188.2055911	-2134.81461485	-1910.98725598	-1687.15989712	-1463.33253825	15	2117.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
4025.25062344	4151.88322052	4278.5158176	4405.14841468	3948.55978143	3327.53027469	2706.50076794	2085.4712612	240	2391.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-245.321380287	-346.233036117	-447.144691946	-548.056347776	-569.605473656	-500.005213006	-430.404952356	-360.804691705	15	2358.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
1506.02409639	1606.42570281	1706.82730924	1807.22891566	1883.47051551	1929.52134676	1975.572178	2021.62300925	240	2276.0	0.254617005587	0.0119351716712	3.44425465926e-08	0.00795678142458	0.725491046906
1920.24404762	2021.30952381	2122.375	2223.44047619	2320.77832815	2271.5080992	2222.23787026	2172.96764132	240	2441.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-3306.03658392	-3675.47016361	-4044.90374331	-4414.337323	-4198.38574018	-3805.7223817	-3413.05902322	-3020.39566474	15	2110.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
2212.81146407	2233.91906848	2255.02667289	2276.13427731	2214.98410223	1996.33845798	1777.69281372	1559.04716947	240	2070.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-432.497978659	-476.445526098	-520.393073537	-564.340620976	-527.919906626	-474.535785045	-421.151663463	-367.767541881	15	316.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
-7010.61596547	-6970.83855085	-6931.06113622	-6891.2837216	-6781.91723577	-6644.99294249	-6508.06864922	-6371.14435594	15	2173.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
-2574.65074916	-3659.49019978	-4744.32965039	-5829.169101	-6874.36194812	-6656.19967797	-6438.03740783	-6219.87513768	15	2106.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
-2678.98184099	-2810.29046408	-2941.59908716	-3072.90771025	-3045.36771318	-2916.65206536	-2787.93641753	-2659.2207697	15	2200.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
-1341.89359719	-1589.80224162	-1837.71088605	-2085.61953048	-2127.62053611	-2009.67989135	-1891.73924659	-1773.79860183	15	2293.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
24521.6225549	24606.4750686	24691.3275823	24776.180096	24641.4362992	24490.5215896	24339.6068799	24188.6921703	240	2217.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-2846.49447807	-3720.02986907	-4593.56526007	-5467.10065106	-5582.71827903	-5440.24481426	-5297.77134949	-5155.29788472	15	2190.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
-131.969254758	-174.425275868	-216.881296977	-259.337318087	-286.216485008	-272.595831037	-258.975177067	-245.354523096	15	2323.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
-897.198190902	-1018.26999966	-1139.34180842	-1260.41361718	-1278.85869033	-1191.05236952	-1103.2460487	-1015.43972789	15	2457.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
-1690.3222506	-2189.52982241	-2688.73739422	-3187.94496603	-3074.26866926	-2953.06725124	-2831.86583321	-2710.66441519	15	2206.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
10973.4680563	11088.9191755	11204.3702947	11319.821414	10414.2770522	8574.02687949	6733.77670674	4893.526534	240	2203.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-470.683818029	-518.157585299	-565.631352568	-613.105119837	-553.761763924	-482.13868318	-410.515602435	-338.892521691	15	2042.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
-884.136094594	-991.927863511	-1099.71963243	-1207.51140135	-1185.1008877	-1101.4311645	-1017.76144131	-934.091718118	15	2079.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
6725.0172142	6803.0371932	6881.0571722	6959.07715121	5655.72806945	2977.16758991	298.607110376	-2379.95336916	240	2121.0	0.231364905834	0.0976070687175	3.14728215711e-10	0.219615906477	0.451412111521
-1395.56671381	-1696.60537482	-1997.64403583	-2298.68269684	-2288.38834734	-2170.49842008	-2052.60849282	-1934.71856555	15	2184.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
187.465872892	-1304.51369088	-2796.49325465	-4288.47281842	-4249.41635138	-3992.93994347	-3736.46353555	-3479.98712764	15	2150.0	0.143073424697	0.135807976127	0.69093888998	0.0301795508713	1.75790106027e-07
-2588.08388831	-2837.67762614	-3087.27136397	-3336.86510179	-3350.81493657	-3249.18659086	-3147.55824516	-3045.92989945	15	2074.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
-3111.52179599	-3552.64156495	-3993.76133391	-4434.88110288	-4294.75883576	-4081.80518018	-3868.8515246	-3655.89786902	15	2374.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
8094.73433885	8237.20780362	8379.68126839	8522.15473316	8504.32110415	8363.52509664	8222.72908914	8081.93308164	240	2191.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
1025.69185021	1355.92014411	1686.14843801	2016.37673191	2088.067067	2070.67808897	2053.28911094	2035.9001329	240	2194.0	0.0449540242553	0.00280962651595	9.24979884354e-11	0.0126433195546	0.939593017101
4025.25062344	4151.88322052	4278.5158176	4405.14841468	3948.55978143	3327.53027469	2706.50076794	2085.4712612	240	2391.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-1554.64982885	-1924.74319372	-2294.83655859	-2664.92992346	-3016.09691244	-2803.61037518	-2591.12383792	-2378.63730066	15	2300.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
-996.471007231	-1360.27603645	-1724.08106566	-2087.88609488	-2234.89843012	-2110.91989791	-1986.94136569	-1862.96283347	15	2321.0	0.146120011806	0.0346749648452	0.811499416828	0.00770554784685	4.30132018892e-08
-6952.92559905	-8123.89158698	-9294.8575749	-10465.8235628	-10741.4335875	-9818.84275396	-8896.25192043	-7973.66108691	15	2334.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
4007.70053476	4107.89304813	4208.0855615	4308.27807487	3937.02098893	3229.3591313	2521.69727367	1814.03541604	240	2231.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
885.259350224	1016.68338504	1148.10741986	1279.53145467	1355.34474795	1368.80364212	1382.26253629	1395.72143046	240	2182.0	0.373915225267	0.0350545533001	2.24041395995e-05	0.0350545533001	0.555953264236
507.807017544	193.414473684	-363.965587045	-24.1255060729	86.6252069983	179.086375309	271.54754362	364.00871193	7	2256.0	0.882096946239	0.013782764785	0.00178423163015	0.0206741467118	0.0816619023681
8809.12934997	8909.23309258	9009.33683519	9109.44057781	9084.75151692	8833.40032853	8582.04914013	8330.69795173	240	2160.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
3723.99794312	3841.88787039	3959.77779765	4077.66772492	4162.18037661	4068.03676908	3973.89316155	3879.74955401	240	2185.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
4690.01921675	4775.38728637	4860.75535599	4946.1234256	4791.2858411	4394.06573874	3996.84563637	3599.62553401	240	2311.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-2444.22778875	-2719.52687	-2994.82595125	-3270.1250325	-3276.65401613	-3146.34794233	-3016.04186853	-2885.73579474	15	2081.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
4208.97435897	4309.18803419	4409.4017094	4509.61538462	4595.74020681	4576.5956438	4557.4510808	4538.3065178	240	2142.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
1704.47686833	1804.74021352	1905.00355872	2005.26690391	2079.29242142	2057.36988935	2035.44735728	2013.52482521	240	2272.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
298.607110376	-2379.95336916	-5058.5138487	-7737.07432823	-7898.59058523	-7308.48947021	-6718.38835519	-6128.28724017	15	2122.0	0.143073424697	0.135807976127	0.69093888998	0.0301795508713	1.75790106027e-07
-892.006749632	-1040.63141595	-1189.25608227	-1337.88074859	-1473.89336906	-1425.31874166	-1376.74411426	-1328.16948686	15	2371.0	0.153662070632	0.0243098195642	0.805819630623	0.0162065476179	1.94603921955e-06
-1343.07933879	-1504.31839384	-1665.55744889	-1826.79650395	-1959.294492	-1889.23565887	-1819.17682574	-1749.11799261	15	2140.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
-1780.67956475	-2220.3706881	-2660.06181145	-3099.7529348	-3066.17481297	-2939.54221589	-2812.90961881	-2686.27702173	15	2390.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
2913.64478052	3055.55487226	3197.46496399	3339.37505572	3256.56391443	2886.47054957	2516.3771847	2146.28381983	240	2299.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-1065.35452142	-1260.28390622	-1455.21329103	-1650.14267583	-1739.11287395	-1669.48463205	-1599.85639014	-1530.22814823	15	2054.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
2306.92473118	2407.22580645	2507.52688172	2607.82795699	2628.21498382	2638.58503679	2648.95508977	2659.32514274	240	2044.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-14928.9615671	-15407.0536273	-15885.1456875	-16363.2377477	-16468.0981788	-15343.3932714	-14218.6883639	-13093.9834564	15	24.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
-1064.7005616	-1283.34620585	-1501.99185011	-1720.63749437	-1846.08588636	-1747.74057932	-1649.39527228	-1551.04996524	15	2071.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
-6920.7320364	-7385.96739421	-7851.20275203	-8316.43810984	-8632.23234254	-8330.70210605	-8029.17186955	-7727.64163306	15	2260.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
-1130.02624368	-1270.01780656	-1410.00936945	-1550.00093234	-1567.63010951	-1479.20279445	-1390.77547938	-1302.34816431	15	2158.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
-2938.04025211	-3227.77106436	-3517.50187661	-3807.23268887	-3391.54153813	-2945.98704315	-2500.43254818	-2054.87805321	15	2093.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
-1690.3222506	-2189.52982241	-2688.73739422	-3187.94496603	-3074.26866926	-2953.06725124	-2831.86583321	-2710.66441519	15	2206.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
1102.3625171	1202.57729138	1302.79206566	1403.00683995	1495.15291399	1516.2605184	1537.36812282	1558.47572723	240	2069.0	0.193425893784	0.0181336775422	4.34611274613e-06	0.0362673550844	0.752168715
-4310.25197679	-4807.47135256	-5304.69072832	-5801.91010408	-5798.54822387	-5555.28301098	-5312.0177981	-5068.75258521	15	2025.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
-2846.49447807	-3720.02986907	-4593.56526007	-5467.10065106	-5582.71827903	-5440.24481426	-5297.77134949	-5155.29788472	15	2190.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
15643.061157	15743.3371901	15843.6132231	15943.8892562	14579.2578747	12934.2169768	11289.176079	9644.1351812	240	2243.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
1920.24404762	2021.30952381	2122.375	2223.44047619	2320.77832815	2271.5080992	2222.23787026	2172.96764132	240	2441.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
4291.06528192	4392.46957603	4493.87387014	4595.27816425	4452.06858971	4082.63501002	3713.20143032	3343.76785062	240	2109.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
3726.0	3826.7027027	3927.40540541	4028.10810811	3732.99437258	3369.18934337	3005.38431415	2641.57928493	240	2320.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-7548.29895017	-7746.11757445	-7943.93619873	-8141.75482302	-8323.27064808	-8283.49323346	-8243.71581884	-8203.93840421	15	2172.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
-1067.54424583	-1226.77640287	-1386.0085599	-1545.24071693	-1506.90890152	-1407.16523574	-1307.42156995	-1207.67790417	15	2274.0	0.0850246101618	0.0134511580691	0.895545840263	0.00597829278558	9.38572739528e-08
-822.6922653	-959.501545556	-1096.31082581	-1233.12010607	-1346.31368307	-1420.90679647	-1495.49990986	-1570.09302326	15	2431.0	0.327181309462	0.0172537025064	0.646930515766	0.00862685125321	7.5965222095e-06
4589.97433069	4643.38610999	4696.79788929	4750.20966859	4555.37102225	4110.707077	3666.04313175	3221.37918649	240	2286.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
3139.99348591	3252.26798183	3364.54247774	3476.81697365	966.901688739	-4077.54929577	-7144.12497409	-6992.06888617	16	2211.0	0.0178294647485	0.0676962509751	7.71326114091e-08	0.913899362087	0.000574822537601
1887.62743779	2254.99173911	2622.35604042	2989.72034173	2802.54589572	2303.3383239	1804.13075209	1304.92318028	240	2205.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-2341.77202706	-2374.456418	-2407.14080894	-2439.82519988	-2342.89435573	-2245.26658622	-2147.6388167	-2050.01104719	15	2030.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
2003.34936587	2174.03879107	2344.72821627	2515.41764147	2413.78402595	1811.14236274	1208.50069954	605.859036341	240	2166.0	0.153142958879	0.0215357281268	2.80096848493e-11	0.0484553873539	0.776865899563
-4605.70120041	-5307.52496842	-6009.34873643	-6711.17250444	-6899.78720345	-6569.55890955	-6239.33061565	-5909.10232174	15	2193.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
-3754.12943615	-4416.18146817	-5078.23350019	-5740.28553221	-5115.46996582	-3507.63646101	-1899.8029562	-1398.99039022	15	2034.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
6000.94552897	6271.74370277	6542.54187657	6813.34005038	6762.39482292	5888.85943192	5015.32404092	4141.78864992	240	2189.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
1810.94806152	1847.14218722	1883.33631291	1919.53043861	1926.83277372	1873.83696682	1820.84115993	1767.84535304	240	2096.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
1506.02409639	1606.42570281	1706.82730924	1807.22891566	1883.47051551	1929.52134676	1975.572178	2021.62300925	240	2276.0	0.0449540242553	0.00280962651595	9.24979884354e-11	0.0126433195546	0.939593017101
2724.77793832	2942.94020846	3161.10247861	3379.26474875	3350.12839691	3096.8003731	2843.47234929	2590.14432548	240	2107.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
3203.72948432	3247.76881717	3291.80815002	3335.84748286	3160.39034158	2664.00490345	2167.61946531	1671.23402717	240	2297.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-7352.48214978	-7503.39685945	-7654.31156911	-7805.22627878	-7950.34506811	-8015.00688044	-8079.66869278	-8144.33050511	15	2218.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
1267.52461327	1355.33093409	1443.1372549	1530.94357572	1523.16426995	1477.2170285	1431.26978706	1385.32254561	240	2458.0	0.193425893784	0.0181336775422	4.34611274613e-06	0.0362673550844	0.752168715
3507.04987527	3585.98710589	3664.92433651	3743.86156713	3495.61391548	3055.92279213	2616.23166877	2176.54054542	240	2389.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
2151.63316032	2228.67179531	2305.7104303	2382.74906529	2307.8471651	2212.2100583	2116.5729515	2020.9358447	240	2251.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
7470.25469882	7591.45611684	7712.65753487	7833.85895289	7922.36626028	7811.30001015	7700.23376002	7589.1675099	240	2207.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-1961.8636505	-2156.0240779	-2350.1845053	-2544.3449327	-2584.29716122	-2471.38595921	-2358.47475721	-2245.5635552	15	2023.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
1587.52236291	1618.91110114	1650.29983937	1681.6885776	1700.81081111	1697.44111945	1694.07142778	1690.70173612	240	2102.0	0.0510779879987	0.0143656842411	1.91279703188e-09	0.00957712251693	0.9249792099
-4107.69826697	-4525.92839299	-4944.15851902	-5362.38864504	-5305.13975278	-5189.68863356	-5074.23751435	-4958.78639514	15	2202.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
2972.38420509	3135.18230855	3297.98041202	3460.77851548	3216.60020317	2678.85530368	2141.11040419	1603.3655047	240	2393.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-1987.86957819	-3242.78970309	-4497.70982799	-5752.6299529	-6894.97578588	-6536.28518615	-6177.59458641	-5818.90398668	15	2144.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
-1107.12214696	-1446.6293564	-1786.13656585	-2125.64377529	-2424.11744655	-2230.90352965	-2037.68961275	-1844.47569585	15	2326.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
-2600.78891591	-2993.8465957	-3386.9042755	-3779.96195529	-4079.97906595	-3950.75024445	-3821.52142295	-3692.29260145	15	2169.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
6725.0172142	6803.0371932	6881.0571722	6959.07715121	5655.72806945	2977.16758991	298.607110376	-2379.95336916	240	2121.0	0.252361774445	0.106465123594	3.34636096611e-10	0.239546537399	0.401626557112
12927.2786317	13079.3347196	13231.3908076	349.931130862	-13257.720863	-12906.5875852	-12555.4543075	-12204.3210297	8	2214.0	0.0214750431478	0.489228338003	4.91151740789e-06	0.489228338003	6.33955351077e-05
1004.80176211	1105.28193833	1205.76211454	1306.24229075	1354.07750477	1398.11683762	1442.15617046	1486.19550331	240	2296.0	0.193425893784	0.0181336775422	4.34611274613e-06	0.0362673550844	0.752168715
4789.61920252	4865.86414298	4942.10908344	5018.35402389	4899.72824656	4650.13450873	4400.5407709	4150.94703307	240	2073.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-2385.2569856	-2801.05320378	-3216.84942196	-3632.64564013	-4023.47133329	-3876.27386095	-3729.07638861	-3581.87891627	15	2240.0	0.0672922804952	0.0319375470281	0.893672943115	0.00709723262116	2.58375134621e-08
3947.80974717	4298.94302493	4650.07630269	5001.20958045	4955.66114726	4844.5696017	4733.47805615	4622.38651059	240	2215.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-996.471007231	-1360.27603645	-1724.08106566	-2087.88609488	-2234.89843012	-2110.91989791	-1986.94136569	-1862.96283347	15	2321.0	0.0182394403964	0.0230842921883	0.954828858376	0.00384738203138	1.00707850947e-08
-14928.9615671	-15407.0536273	-15885.1456875	-16363.2377477	-16468.0981788	-15343.3932714	-14218.6883639	-13093.9834564	15	24.0	0.0142261283472	0.018004944548	0.964768111706	0.00300082401372	3.927430825e-09
1606.6627566	1707.07917889	1807.49560117	1907.91202346	1988.67184941	1996.54308103	2004.41431265	2012.28554426	240	2481.0	0.0261066947132	0.00550688104704	1.11911416007e-13	0.0165206436068	0.951865792274
1097.67860796	1271.73686518	1445.7951224	1619.85337961	1790.48351064	1652.40420006	1514.32488947	1376.24557889	240	2395.0	0.241121172905	0.0113025549799	1.79887376106e-08	0.00753503665328	0.740041196346
2306.0199773	2453.21744964	2600.41492198	2747.61239432	2748.17391398	2660.27201875	2572.37012352	2484.46822829	240	2241.0	0.0261066947132	0.00550688104704	1.11911416007e-13	0.0165206436068	0.951865792274
-341.500962001	-317.51898234	-293.53700268	-269.555023019	-233.647978358	-165.168006526	-96.6880346946	-28.208062863	15	2348.0	0.429243296385	0.00335346325301	0.562713027	0.00335346325301	0.00133677315898
-6152.39589113	-7083.20350015	-8014.01110916	-8944.81871817	-8735.00299913	-8502.46385696	-8269.92471479	-8037.38557262	15	2228.0	0.0142261283472	0.018004944548	0.964768111706	0.00300082401372	3.927430825e-09
-78.2188302685	-102.187598027	-126.156365785	-150.125133544	-132.854883052	-114.022374487	-95.1898659223	-76.3573573574	15	2328.0	0.429243296385	0.00335346325301	0.562713027	0.00335346325301	0.00133677315898
-7812.14448368	-8062.34933726	-8312.55419085	-8562.75904444	-8808.77957771	-8705.7545821	-8602.7295865	-8499.70459089	15	2163.0	0.0142261283472	0.018004944548	0.964768111706	0.00300082401372	3.927430825e-09
1011.2368901	1103.69805842	1196.15922673	1288.62039504	1369.70843902	1440.74461002	1511.78078102	1582.81695202	240	2257.0	0.449253559113	0.0105293802917	2.34614532246e-07	0.0280783474445	0.512138485909
-768.577596008	-855.043716247	-941.509836485	-1027.97595672	-1040.42740298	-968.64839386	-896.869384743	-825.090375627	15	401.0	0.429243296385	0.00335346325301	0.562713027	0.00335346325301	0.00133677315898
1136.58821483	1393.06462274	1649.54103066	1906.01743857	2041.39319235	1979.29092184	1917.18865132	1855.08638081	240	2151.0	0.16930167377	0.00396800786257	6.47726941527e-11	0.0119040235877	0.814826309681
-275.057057314	-317.177758768	-359.298460222	-401.419161677	-376.528140326	-298.742419448	-220.956698571	-143.170977693	15	2446.0	0.429243296385	0.00335346325301	0.562713027	0.00335346325301	0.00133677315898
-2068.04770566	-3211.29102935	-4354.53435304	-5497.77767673	-5859.93404672	-5355.69056759	-4851.44708846	-4347.20360933	15	2100.0	0.0142261283472	0.018004944548	0.964768111706	0.00300082401372	3.927430825e-09
2397.33197531	2491.68237928	2586.03278325	2680.38318721	2674.98524201	2526.36057569	2377.73590937	2229.11124305	240	2370.0	0.0261066947132	0.00550688104704	1.11911416007e-13	0.0165206436068	0.951865792274
1102.3625171	1202.57729138	1302.79206566	1403.00683995	1495.15291399	1516.2605184	1537.36812282	1558.47572723	240	2069.0	0.449253559113	0.0105293802917	2.34614532246e-07	0.0280783474445	0.512138485909
