t-4	t-3	t-2	t-1	t0	t1	t2	t3	s	n	p(7)	p(8)	p(15)	p(16)	p(240)
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous	continuous	continuous	continuous	continuous
								class	meta	meta	meta	meta	meta	meta
-8.65536184581	-157.122925789	-305.590489732	-454.058053675	-510.847916324	-441.62606755	-372.404218776	-303.182370002	15	2124.0	0.48939165473	0.00191168615129	0.507890701294	0.000477921537822	0.000328041205648
1011.2368901	1103.69805842	1196.15922673	1288.62039504	1369.70843902	1440.74461002	1511.78078102	1582.81695202	240	2257.0	0.185023248196	0.0260188933462	1.89033357856e-06	0.00216824118979	0.786787748337
3203.72948432	3247.76881717	3291.80815002	3335.84748286	3160.39034158	2664.00490345	2167.61946531	1671.23402717	240	2297.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
23857.9369576	23951.5447141	24045.1524706	24138.7602272	23796.4953091	23318.4032489	22840.3111887	22362.2191285	240	23.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
298.607110376	-2379.95336916	-5058.5138487	-7737.07432823	-7898.59058523	-7308.48947021	-6718.38835519	-6128.28724017	15	2122.0	0.164582490921	0.104149855673	0.690121769905	0.0411456227303	2.45831870416e-07
3861.51352441	4149.10049416	4436.68746391	4724.27443366	4751.40215397	4756.18202036	4760.96188676	4765.74175315	240	2245.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
8094.73433885	8237.20780362	8379.68126839	8522.15473316	8504.32110415	8363.52509664	8222.72908914	8081.93308164	240	2191.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
-1690.3222506	-2189.52982241	-2688.73739422	-3187.94496603	-3074.26866926	-2953.06725124	-2831.86583321	-2710.66441519	15	2206.0	0.074162915349	0.0234656110406	0.883830726147	0.0185407288373	3.54479716691e-08
5296.30692276	5301.08678916	5305.86665555	5310.64652194	5198.78260643	4812.68596392	4426.58932142	4040.49267892	240	2246.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
1789.8960021	1870.11840492	1950.34080775	2030.56321057	1995.4339269	1900.34739865	1805.26087039	1710.17434214	240	2115.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
-443.884823088	-1355.58990173	-2267.29498038	-3179.00005902	-3381.36037234	-3149.86702128	-2918.37367021	-2686.88031915	15	2270.0	0.151979491115	0.0240436308086	0.804979383945	0.0189974363893	4.76715058539e-08
2913.64478052	3055.55487226	3197.46496399	3339.37505572	3256.56391443	2886.47054957	2516.3771847	2146.28381983	240	2299.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
39.6736625269	16.4936858132	-6.68629090041	-29.866267614	-48.5531211145	-67.0089148831	-85.4647086517	-103.92050242	15	2503.0	0.48939165473	0.00191168615129	0.507890701294	0.000477921537822	0.000328041205648
-543.109873652	-716.078268931	-889.04666421	-1062.01505949	-1203.08660342	-1146.01527987	-1088.94395631	-1031.87263276	15	2350.0	0.48939165473	0.00191168615129	0.507890701294	0.000477921537822	0.000328041205648
-4310.25197679	-4807.47135256	-5304.69072832	-5801.91010408	-5798.54822387	-5555.28301098	-5312.0177981	-5068.75258521	15	2025.0	0.074162915349	0.0234656110406	0.883830726147	0.0185407288373	3.54479716691e-08
-1162.20823664	-1238.93895555	-1315.66967446	-1392.40039338	-1377.18799939	-1304.23285669	-1231.27771399	-1158.32257129	15	2460.0	0.298878878355	0.00233499123715	0.697897136211	0.000583747809287	0.000305279565509
-366.999209447	-496.996479569	-626.993749691	-756.991019813	-732.690534855	-653.721826314	-574.753117774	-495.784409234	15	2365.0	0.48939165473	0.00191168615129	0.507890701294	0.000477921537822	0.000328041205648
-1134.803259	-1251.35598562	-1367.90871224	-1484.46143886	-1587.66117429	-1510.01682139	-1432.37246848	-1354.72811558	15	2280.0	0.186441987753	0.00436973432079	0.808449625969	0.00072828901466	1.03497159216e-05
-1130.02624368	-1270.01780656	-1410.00936945	-1550.00093234	-1567.63010951	-1479.20279445	-1390.77547938	-1302.34816431	15	2158.0	0.129466041923	0.00303436024114	0.866992235184	0.00050572672626	1.63676418197e-06
1304.74324324	1405.10810811	1505.47297297	1605.83783784	1698.49358227	1557.27347913	1416.05337599	1274.83327285	240	2360.0	0.189344063401	0.0532530173659	1.14859642508e-06	0.00221887580119	0.755182862282
-822.6922653	-959.501545556	-1096.31082581	-1233.12010607	-1346.31368307	-1420.90679647	-1495.49990986	-1570.09302326	15	2431.0	0.457983404398	0.0053669931367	0.534707129002	0.00178899767343	0.00015349406749
-436.360476057	-474.350102558	-512.33972906	-550.329355561	-527.040638774	-469.304984992	-411.56933121	-353.833677429	15	36.0	0.48939165473	0.00191168615129	0.507890701294	0.000477921537822	0.000328041205648
2601.81149765	2653.82717425	2705.84285086	2757.85852747	2394.63293954	1985.8609451	1577.08895066	1168.31695622	240	2384.0	0.0690235495567	0.00970643665642	1.87392462658e-12	0.0690235495567	0.852246463299
-768.360896346	-852.092411565	-935.823926784	-1019.555442	-1044.14679413	-969.604833576	-895.062873021	-820.520912466	15	792.0	0.48939165473	0.00191168615129	0.507890701294	0.000477921537822	0.000328041205648
1267.52461327	1355.33093409	1443.1372549	1530.94357572	1523.16426995	1477.2170285	1431.26978706	1385.32254561	240	2458.0	0.185023248196	0.0260188933462	1.89033357856e-06	0.00216824118979	0.786787748337
-595.428080799	-738.019448278	-880.610815756	-1023.20218323	-1034.45772779	-948.090278525	-861.722829255	-775.355379985	15	2291.0	0.48939165473	0.00191168615129	0.507890701294	0.000477921537822	0.000328041205648
7.30162024105	-2448.16266262	-4903.62694549	-7359.09122835	-8941.65525569	-7898.04825326	-6854.44125083	-5810.83424839	15	2234.0	0.151979491115	0.0240436308086	0.804979383945	0.0189974363893	4.76715058539e-08
-2261.73528601	-2882.76479275	-3503.7942995	-4124.82380624	-4516.32855421	-4353.53045075	-4190.73234729	-4027.93424382	15	2392.0	0.074162915349	0.0234656110406	0.883830726147	0.0185407288373	3.54479716691e-08
10973.4680563	11088.9191755	11204.3702947	11319.821414	10414.2770522	8574.02687949	6733.77670674	4893.526534	240	2203.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
-865.631464738	-1189.27512271	-1512.91878068	-1836.56243865	-2095.7591194	-1913.21905298	-1730.67898656	-1548.13892013	15	2341.0	0.311877161264	0.0246699713171	0.643960416317	0.019492322579	1.02273382652e-07
-371.839505544	-409.007544284	-446.175583025	-483.343621766	-454.649867374	-387.70132626	-320.752785146	-253.804244032	15	2408.0	0.48939165473	0.00191168615129	0.507890701294	0.000477921537822	0.000328041205648
-209.219950592	-361.774650737	-514.329350882	-666.884051026	-666.490039176	-586.73355839	-506.977077603	-427.220596816	15	2437.0	0.48939165473	0.00191168615129	0.507890701294	0.000477921537822	0.000328041205648
507.807017544	193.414473684	-363.965587045	-24.1255060729	86.6252069983	179.086375309	271.54754362	364.00871193	7	2256.0	0.894956946373	0.0139837022871	0.00212272955105	0.00262194429524	0.0863146558404
2074.77044592	2161.13789519	2247.50534446	2333.87279373	2376.73606922	2128.82742479	1880.91878036	1633.01013594	240	2292.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
2212.81146407	2233.91906848	2255.02667289	2276.13427731	2214.98410223	1996.33845798	1777.69281372	1559.04716947	240	2070.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
6000.94552897	6271.74370277	6542.54187657	6813.34005038	6762.39482292	5888.85943192	5015.32404092	4141.78864992	240	2189.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
-6152.39589113	-7083.20350015	-8014.01110916	-8944.81871817	-8735.00299913	-8502.46385696	-8269.92471479	-8037.38557262	15	2228.0	0.074162915349	0.0234656110406	0.883830726147	0.0185407288373	3.54479716691e-08
187.465872892	-1304.51369088	-2796.49325465	-4288.47281842	-4249.41635138	-3992.93994347	-3736.46353555	-3479.98712764	15	2150.0	0.164582490921	0.104149855673	0.690121769905	0.0411456227303	2.45831870416e-07
4120.60459184	4221.10714286	4321.60969388	4422.1122449	4488.64859042	4518.93197797	4549.21536552	4579.49875307	240	2332.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
-6952.92559905	-8123.89158698	-9294.8575749	-10465.8235628	-10741.4335875	-9818.84275396	-8896.25192043	-7973.66108691	15	2334.0	0.074162915349	0.0234656110406	0.883830726147	0.0185407288373	3.54479716691e-08
-384.947404395	-400.222617882	-415.49783137	-430.773044858	-418.939759036	-375.464555898	-331.98935276	-288.514149622	15	2425.0	0.48939165473	0.00191168615129	0.507890701294	0.000477921537822	0.000328041205648
2433.99325799	2515.87698393	2597.76070987	2679.64443581	2621.44553857	2286.6473506	1951.84916262	1617.05097465	240	2411.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
10338.368071	10438.7405765	10539.113082	10639.4855876	10365.3883688	9472.93579066	8580.4832125	7688.03063433	240	2130.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
-1554.64982885	-1924.74319372	-2294.83655859	-2664.92992346	-3016.09691244	-2803.61037518	-2591.12383792	-2378.63730066	15	2300.0	0.074162915349	0.0234656110406	0.883830726147	0.0185407288373	3.54479716691e-08
13162.3203883	13262.7961165	13363.2718447	13463.7475728	13084.3883495	12619.1529917	12153.9176339	11688.6822761	240	2259.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
-6.80347926267	-33.1351152074	-59.4667511521	-85.7983870968	-95.5584897959	-96.4169795918	-97.2754693878	-98.1339591837	15	2414.0	0.48939165473	0.00191168615129	0.507890701294	0.000477921537822	0.000328041205648
2003.34936587	2174.03879107	2344.72821627	2515.41764147	2413.78402595	1811.14236274	1208.50069954	605.859036341	240	2166.0	0.161193743348	0.0226678699255	1.85991014257e-11	0.0805968716741	0.735541522503
-8451.31469488	-10096.3555927	-11741.3964905	-13386.4373884	-13968.8786002	-13681.2916304	-13393.7046607	-13106.1176909	15	2244.0	0.074162915349	0.0234656110406	0.883830726147	0.0185407288373	3.54479716691e-08
3507.04987527	3585.98710589	3664.92433651	3743.86156713	3495.61391548	3055.92279213	2616.23166877	2176.54054542	240	2389.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
-1395.56671381	-1696.60537482	-1997.64403583	-2298.68269684	-2288.38834734	-2170.49842008	-2052.60849282	-1934.71856555	15	2184.0	0.074162915349	0.0234656110406	0.883830726147	0.0185407288373	3.54479716691e-08
-341.500962001	-317.51898234	-293.53700268	-269.555023019	-233.647978358	-165.168006526	-96.6880346946	-28.208062863	15	2348.0	0.48939165473	0.00191168615129	0.507890701294	0.000477921537822	0.000328041205648
2081.29037052	2118.62844673	2155.96652294	2193.30459915	2193.35060641	2174.18450471	2155.01840302	2135.85230132	240	2098.0	0.0263752546161	0.00370902032591	1.5075019412e-13	0.0527505092323	0.917165219784
-2980.10552621	-3231.45671461	-3482.80790301	-3734.15909141	-3934.1800622	-3841.57457357	-3748.96908494	-3656.36359632	15	2161.0	0.074162915349	0.0234656110406	0.883830726147	0.0185407288373	3.54479716691e-08
-403.919567487	-442.709753915	-481.499940343	-520.290126771	-512.272238723	-455.901831279	-399.531423836	-343.161016393	15	2513.0	0.48939165473	0.00191168615129	0.507890701294	0.000477921537822	0.000328041205648
-1824.8065921	-2218.87812097	-2612.94964983	-3007.0211787	-3268.39952192	-3100.76640274	-2933.13328356	-2765.50016438	15	2289.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
-2436.1598252	-2334.53147949	-2232.90313378	-2131.27478807	-2022.80835515	-1891.42250941	-1760.03666367	-1628.65081793	15	2075.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
-2341.77202706	-2374.456418	-2407.14080894	-2439.82519988	-2342.89435573	-2245.26658622	-2147.6388167	-2050.01104719	15	2030.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
-3111.52179599	-3552.64156495	-3993.76133391	-4434.88110288	-4294.75883576	-4081.80518018	-3868.8515246	-3655.89786902	15	2374.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
3275.95821728	3340.63960316	3405.32098904	3470.00237492	3452.98282291	3262.17247584	3071.36212877	2880.55178171	240	2367.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-97.951821904	-682.020615314	-2983.73388803	-2490.56422115	-18.5614270607	79.1598097759	176.881046613	274.602283449	7	2223.0	0.900053322315	0.0210950002074	0.0756067633629	0.00175791664515	0.00148701388389
-177.622306034	-169.828529095	-162.034752155	-154.240975216	-144.88870576	-115.122234993	-85.3557642262	-55.5892934594	15	2308.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
-1780.67956475	-2220.3706881	-2660.06181145	-3099.7529348	-3066.17481297	-2939.54221589	-2812.90961881	-2686.27702173	15	2390.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
-14928.9615671	-15407.0536273	-15885.1456875	-16363.2377477	-16468.0981788	-15343.3932714	-14218.6883639	-13093.9834564	15	24.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
-188.131833941	-238.914703529	-289.697573118	-340.480442706	-301.60769877	-239.310717992	-177.013737214	-114.716756436	15	2339.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
12927.2786317	13079.3347196	13231.3908076	349.931130862	-13257.720863	-12906.5875852	-12555.4543075	-12204.3210297	8	2214.0	0.0284251533449	0.647560536861	6.65484867568e-06	0.323780268431	0.000227422366152
3861.51352441	4149.10049416	4436.68746391	4724.27443366	4751.40215397	4756.18202036	4760.96188676	4765.74175315	240	2245.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
6674.42140354	6787.33260555	6900.24380755	7013.15500956	6628.57428995	6131.35491419	5634.13553843	5136.91616267	240	2024.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-17.140439116	-38.0599407904	-58.9794424647	-79.8989441391	-98.1889491558	-99.5913966189	-100.993844082	-102.396291545	15	576.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
-1793.87236344	-1868.46547683	-1943.05859023	-2017.65170362	-1842.19536776	-1651.26046479	-1460.32556182	-1269.39065885	15	2432.0	0.0303418841213	0.0192007236183	0.948322892189	0.00213341368362	1.10748339921e-06
-2938.04025211	-3227.77106436	-3517.50187661	-3807.23268887	-3391.54153813	-2945.98704315	-2500.43254818	-2054.87805321	15	2093.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
-1623.10389222	-2160.8487917	-2698.59369119	-3236.33859068	-3601.89433687	-3427.83607965	-3253.77782243	-3079.71956522	15	2394.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
-341.500962001	-317.51898234	-293.53700268	-269.555023019	-233.647978358	-165.168006526	-96.6880346946	-28.208062863	15	2348.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
12128.9807692	12229.2202797	12329.4597902	12429.6993007	-4579.68607479	-12142.5321159	-11871.7339421	-11600.9357683	16	2187.0	0.0339134298265	0.386295169592	5.29316992015e-07	0.579442739487	0.000348124915035
1511.15253148	1602.36002485	1693.56751821	1784.77501158	1773.92031874	1728.19793318	1682.47554763	1636.75316207	240	2134.0	0.254617005587	0.0119351716712	3.44425465926e-08	0.00795678142458	0.725491046906
-2385.2569856	-2801.05320378	-3216.84942196	-3632.64564013	-4023.47133329	-3876.27386095	-3729.07638861	-3581.87891627	15	2240.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
-1134.803259	-1251.35598562	-1367.90871224	-1484.46143886	-1587.66117429	-1510.01682139	-1432.37246848	-1354.72811558	15	2280.0	0.0303418841213	0.0192007236183	0.948322892189	0.00213341368362	1.10748339921e-06
1909.46712803	2009.96539792	2110.46366782	2210.96193772	2274.8977927	2225.17413891	2175.45048511	2125.72683131	240	2455.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
1789.8960021	1870.11840492	1950.34080775	2030.56321057	1995.4339269	1900.34739865	1805.26087039	1710.17434214	240	2115.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-7156.30995369	-7542.4065962	-7928.5032387	-8314.5998812	-8132.69131348	-7898.75103197	-7664.81075046	-7430.87046895	15	2247.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
6720.03588517	6820.33492823	6920.63397129	7020.93301435	6955.61847822	6846.26900206	6736.91952591	6627.57004975	240	2060.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-690.216040207	-731.700856516	-773.185672825	-814.670489134	-852.401705214	-821.638100086	-790.874494958	-760.110889829	15	2087.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
-1554.64982885	-1924.74319372	-2294.83655859	-2664.92992346	-3016.09691244	-2803.61037518	-2591.12383792	-2378.63730066	15	2300.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
-2261.73528601	-2882.76479275	-3503.7942995	-4124.82380624	-4516.32855421	-4353.53045075	-4190.73234729	-4027.93424382	15	2392.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
7.30162024105	-2448.16266262	-4903.62694549	-7359.09122835	-8941.65525569	-7898.04825326	-6854.44125083	-5810.83424839	15	2234.0	0.0261341445148	0.0496140383184	0.918738663197	0.00551267107949	4.8754901627e-07
4208.97435897	4309.18803419	4409.4017094	4509.61538462	4595.74020681	4576.5956438	4557.4510808	4538.3065178	240	2142.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-292.252920746	-363.001254578	-433.74958841	-504.497922243	-449.44287851	-353.036185692	-256.629492874	-160.222800056	15	2453.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
-1463.10405546	-1716.43207927	-1969.76010307	-2223.08812688	-2401.61812928	-2300.21383517	-2198.80954106	-2097.40524695	15	2108.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
10044.7946179	10147.8196135	10250.8446091	10353.8696047	10407.0675005	10038.9015779	9670.7356553	9302.56973268	240	2164.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-388.331400138	-446.204282534	-504.07716493	-561.950047326	-546.055361378	-473.862407371	-401.669453365	-329.476499358	15	2138.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
3471.08460005	3532.53118503	3593.97777001	3655.424355	3505.27473845	3064.15496949	2623.03520052	2181.91543156	240	2373.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-829.925348432	-982.298562718	-1134.671777	-1287.04499129	-1332.27305716	-1227.21150945	-1122.14996174	-1017.08841403	15	2398.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
-6373.59775778	-7608.23116174	-8842.86456571	-10077.4979697	-10141.1411949	-9834.68597192	-9528.23074899	-9221.77552606	15	2429.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
-1065.35452142	-1260.28390622	-1455.21329103	-1650.14267583	-1739.11287395	-1669.48463205	-1599.85639014	-1530.22814823	15	2054.0	0.0238072685897	0.0451966114342	0.925973951817	0.00502184545621	3.47587587157e-07
5781.32454283	5854.77551463	5928.22648642	6001.67745822	5878.94764772	5716.67083943	5554.39403114	5392.11722285	240	2089.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-369.499591569	-413.500338649	-457.50108573	-501.50183281	-499.418622415	-476.94208906	-454.465555706	-431.989022351	15	2511.0	0.305457055569	0.00238638324663	0.689449846745	0.00238638324663	0.000320341961924
4589.97433069	4643.38610999	4696.79788929	4750.20966859	4555.37102225	4110.707077	3666.04313175	3221.37918649	240	2286.0	0.0269156750292	0.00378501671366	6.92275555457e-13	0.0170325748622	0.95226675272
-1130.02624368	-1270.01780656	-1410.00936945	-1550.00093234	-1567.63010951	-1479.20279445	-1390.77547938	-1302.34816431	15	2158.0	0.0303418841213	0.0192007236183	0.948322892189	0.00213341368362	1.10748339921e-06
